;PC Software:StarLab Version 2.11 Build 2
;Logged:21/10/2022 at 13:34:39
;File Version:3
;Graph Type:Line
;Notes:                                                            

;Channel A:Juno Photodiode PD300-1W (s/n:584133)  JN1.53 (s/n:3041014)
;Channel B:Nova II Photodiode PD300-1W (s/n:533500)  NN2.37 (s/n:517373)

;Channel A:Details
;Name:PD300-1W
;Graph Color:RGB(0,102,255)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:690
;Settings:Range:AUTO
;Settings:Filter:OUT

;Channel B:Details
;Name:PD300-1W
;Graph Color:RGB(154,0,0)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:690
;Settings:Range:AUTO
;Settings:Filter:OUT
;--------------------


;First Pulse Arrived : 21/10/2022 at 13:34:39.238000
  Timestamp   	  Channel A  	  Channel B  	
      7916.611	  1.268e-005 	             	
      7917.577	             	  3.190e-005 	
      7917.611	  1.251e-005 	             	
      7918.611	  1.257e-005 	             	
      7918.633	             	  3.200e-005 	
      7919.611	  1.257e-005 	             	
      7919.688	             	  3.190e-005 	
      7920.611	  1.252e-005 	             	
      7920.712	             	  3.190e-005 	
      7921.611	  1.254e-005 	             	
      7921.768	             	  3.190e-005 	
      7922.677	  1.249e-005 	             	
      7922.824	             	  3.190e-005 	
      7923.677	  1.249e-005 	             	
      7923.848	             	  3.190e-005 	
      7924.677	  1.245e-005 	             	
      7924.904	             	  3.190e-005 	
      7925.677	  1.247e-005 	             	
      7925.960	             	  3.190e-005 	
      7926.743	  1.246e-005 	             	
      7927.016	             	  3.190e-005 	
      7927.744	  1.242e-005 	             	
      7928.041	             	  3.190e-005 	
      7928.745	  1.243e-005 	             	
      7929.097	             	  3.190e-005 	
      7929.811	  1.247e-005 	             	
      7930.153	             	  3.190e-005 	
      7930.811	  1.247e-005 	             	
      7931.177	             	  3.190e-005 	
      7931.811	  1.242e-005 	             	
      7932.233	             	  3.190e-005 	
      7932.811	  1.241e-005 	             	
      7933.289	             	  3.190e-005 	
      7933.811	  1.246e-005 	             	
      7934.313	             	  3.190e-005 	
      7934.811	  1.242e-005 	             	
      7935.369	             	  3.190e-005 	
      7935.811	  1.247e-005 	             	
      7936.425	             	  3.200e-005 	
      7936.877	  1.265e-005 	             	
      7937.512	             	  3.240e-005 	
      7937.877	  1.260e-005 	             	
      7938.568	             	  3.240e-005 	
      7938.943	  1.263e-005 	             	
      7939.624	             	  3.240e-005 	
      7939.943	  1.260e-005 	             	
      7940.680	             	  3.240e-005 	
      7940.943	  1.256e-005 	             	
      7941.704	             	  3.220e-005 	
      7941.943	  1.252e-005 	             	
      7942.760	             	  3.190e-005 	
      7942.943	  1.241e-005 	             	
      7943.816	             	  3.190e-005 	
      7943.943	  1.239e-005 	             	
      7944.841	             	  3.190e-005 	
      7944.944	  1.240e-005 	             	
      7945.897	             	  3.190e-005 	
      7945.944	  1.248e-005 	             	
      7946.953	             	  3.190e-005 	
      7947.010	  1.245e-005 	             	
      7947.977	             	  3.190e-005 	
      7948.010	  1.246e-005 	             	
      7949.010	  1.265e-005 	             	
      7949.033	             	  3.190e-005 	
      7950.010	  1.288e-005 	             	
      7950.089	             	  3.180e-005 	
      7951.010	  1.266e-005 	             	
      7951.177	             	  3.180e-005 	
      7952.010	  1.251e-005 	             	
      7952.232	             	  3.190e-005 	
      7953.010	  1.252e-005 	             	
      7953.288	             	  3.190e-005 	
      7954.076	  1.250e-005 	             	
      7954.344	             	  3.190e-005 	
      7955.076	  1.243e-005 	             	
      7955.368	             	  3.190e-005 	
      7956.076	  1.241e-005 	             	
      7956.424	             	  3.200e-005 	
      7957.142	  1.257e-005 	             	
      7957.480	             	  3.210e-005 	
      7958.142	  1.248e-005 	             	
      7958.504	             	  3.220e-005 	
      7959.142	  1.251e-005 	             	
      7959.560	             	  3.240e-005 	
      7960.142	  1.257e-005 	             	
      7960.616	             	  3.230e-005 	
      7961.142	  1.257e-005 	             	
      7961.640	             	  3.240e-005 	
      7962.144	  1.253e-005 	             	
      7962.697	             	  3.240e-005 	
      7963.210	  1.248e-005 	             	
      7963.753	             	  3.240e-005 	
      7964.210	  1.251e-005 	             	
      7964.841	             	  3.240e-005 	
      7965.210	  1.256e-005 	             	
      7965.897	             	  3.250e-005 	
      7966.210	  1.253e-005 	             	
      7966.952	             	  3.250e-005 	
      7967.276	  1.248e-005 	             	
      7968.008	             	  3.250e-005 	
      7968.276	  1.247e-005 	             	
      7969.032	             	  3.250e-005 	
      7969.342	  1.252e-005 	             	
      7970.088	             	  3.250e-005 	
      7970.342	  1.248e-005 	             	
      7971.144	             	  3.250e-005 	
      7971.342	  1.253e-005 	             	
      7972.168	             	  3.250e-005 	
      7972.342	  1.253e-005 	             	
      7973.224	             	  3.250e-005 	
      7973.342	  1.244e-005 	             	
      7974.280	             	  3.250e-005 	
      7974.342	  1.263e-005 	             	
      7975.304	             	  3.240e-005 	
      7975.342	  1.262e-005 	             	
      7976.362	             	  3.250e-005 	
      7976.408	  1.253e-005 	             	
      7977.408	  1.253e-005 	             	
      7977.416	             	  3.250e-005 	
      7978.408	  1.250e-005 	             	
      7978.504	             	  3.250e-005 	
      7979.408	  1.250e-005 	             	
      7979.560	             	  3.250e-005 	
      7980.409	  1.245e-005 	             	
      7980.617	             	  3.250e-005 	
      7981.409	  1.242e-005 	             	
      7981.673	             	  3.250e-005 	
      7982.409	  1.244e-005 	             	
      7982.696	             	  3.250e-005 	
      7983.409	  1.241e-005 	             	
      7983.752	             	  3.250e-005 	
      7984.409	  1.248e-005 	             	
      7984.808	             	  3.250e-005 	
      7985.475	  1.247e-005 	             	
      7985.832	             	  3.250e-005 	
      7986.541	  1.251e-005 	             	
      7986.888	             	  3.250e-005 	
      7987.541	  1.245e-005 	             	
      7987.944	             	  3.250e-005 	
      7988.541	  1.242e-005 	             	
      7988.968	             	  3.250e-005 	
      7989.541	  1.222e-005 	             	
      7990.024	             	  3.200e-005 	
      7990.541	  1.221e-005 	             	
      7991.080	             	  3.190e-005 	
      7991.541	  1.218e-005 	             	
      7992.168	             	  3.200e-005 	
      7992.541	  1.217e-005 	             	
      7993.224	             	  3.190e-005 	
      7993.541	  1.220e-005 	             	
      7994.280	             	  3.190e-005 	
      7994.541	  1.222e-005 	             	
      7995.336	             	  3.190e-005 	
      7995.541	  1.225e-005 	             	
      7996.360	             	  3.190e-005 	
      7996.541	  1.222e-005 	             	
      7997.417	             	  3.190e-005 	
      7997.542	  1.223e-005 	             	
      7998.472	             	  3.190e-005 	
      7998.542	  1.217e-005 	             	
      7999.496	             	  3.200e-005 	
      7999.542	  1.216e-005 	             	
      8000.552	             	  3.190e-005 	
      8000.607	  1.215e-005 	             	
      8001.607	  1.215e-005 	             	
      8001.608	             	  3.200e-005 	
      8002.607	  1.214e-005 	             	
      8002.632	             	  3.190e-005 	
      8003.607	  1.226e-005 	             	
      8003.688	             	  3.190e-005 	
      8004.607	  1.222e-005 	             	
      8004.744	             	  3.190e-005 	
      8005.607	  1.218e-005 	             	
      8005.800	             	  3.190e-005 	
      8006.607	  1.216e-005 	             	
      8006.824	             	  3.200e-005 	
      8007.607	  1.214e-005 	             	
      8007.880	             	  3.190e-005 	
      8008.607	  1.211e-005 	             	
      8008.936	             	  3.200e-005 	
      8009.607	  1.208e-005 	             	
      8009.960	             	  3.200e-005 	
      8010.607	  1.206e-005 	             	
      8011.016	             	  3.200e-005 	
      8011.607	  1.208e-005 	             	
      8012.072	             	  3.200e-005 	
      8012.607	  1.206e-005 	             	
      8013.096	             	  3.200e-005 	
      8013.607	  1.205e-005 	             	
      8014.151	             	  3.200e-005 	
      8014.674	  1.207e-005 	             	
      8015.208	             	  3.200e-005 	
      8015.674	  1.203e-005 	             	
      8016.296	             	  3.200e-005 	
      8016.740	  1.202e-005 	             	
      8017.352	             	  3.200e-005 	
      8017.740	  1.208e-005 	             	
      8018.408	             	  3.200e-005 	
      8018.740	  1.212e-005 	             	
      8019.464	             	  3.200e-005 	
      8019.740	  1.205e-005 	             	
      8020.488	             	  3.200e-005 	
      8020.740	  1.202e-005 	             	
      8021.544	             	  3.200e-005 	
      8021.740	  1.205e-005 	             	
      8022.600	             	  3.200e-005 	
      8022.740	  1.199e-005 	             	
      8023.624	             	  3.200e-005 	
      8023.740	  1.201e-005 	             	
      8024.680	             	  3.200e-005 	
      8024.740	  1.199e-005 	             	
      8025.736	             	  3.200e-005 	
      8025.740	  1.200e-005 	             	
      8026.740	  1.198e-005 	             	
      8026.760	             	  3.200e-005 	
      8027.740	  1.198e-005 	             	
      8027.816	             	  3.200e-005 	
      8028.740	  1.198e-005 	             	
      8028.872	             	  3.200e-005 	
      8029.740	  1.203e-005 	             	
      8029.959	             	  3.200e-005 	
      8030.806	  1.208e-005 	             	
      8031.015	             	  3.200e-005 	
      8031.873	  1.214e-005 	             	
      8032.071	             	  3.200e-005 	
      8032.873	  1.205e-005 	             	
      8033.128	             	  3.200e-005 	
      8033.873	  1.201e-005 	             	
      8034.152	             	  3.200e-005 	
      8034.873	  1.198e-005 	             	
      8035.208	             	  3.200e-005 	
      8035.873	  1.196e-005 	             	
      8036.264	             	  3.200e-005 	
      8036.873	  1.196e-005 	             	
      8037.288	             	  3.200e-005 	
      8037.873	  1.193e-005 	             	
      8038.344	             	  3.200e-005 	
      8038.873	  1.194e-005 	             	
      8039.400	             	  3.200e-005 	
      8039.873	  1.195e-005 	             	
      8040.424	             	  3.200e-005 	
      8040.873	  1.192e-005 	             	
      8041.480	             	  3.200e-005 	
      8041.873	  1.192e-005 	             	
      8042.536	             	  3.200e-005 	
      8042.873	  1.191e-005 	             	
      8043.623	             	  3.200e-005 	
      8043.873	  1.193e-005 	             	
      8044.680	             	  3.200e-005 	
      8044.873	  1.193e-005 	             	
      8045.735	             	  3.200e-005 	
      8045.939	  1.201e-005 	             	
      8046.823	             	  3.200e-005 	
      8046.939	  1.203e-005 	             	
      8047.879	             	  3.200e-005 	
      8048.005	  1.196e-005 	             	
      8048.935	             	  3.220e-005 	
      8049.005	  1.195e-005 	             	
      8049.992	             	  3.220e-005 	
      8050.006	  1.199e-005 	             	
      8051.006	  1.204e-005 	             	
      8051.016	             	  3.220e-005 	
      8052.006	  1.211e-005 	             	
      8052.072	             	  3.220e-005 	
      8053.006	  1.213e-005 	             	
      8053.128	             	  3.220e-005 	
      8054.006	  1.214e-005 	             	
      8054.152	             	  3.260e-005 	
      8055.006	  1.215e-005 	             	
      8055.209	             	  3.250e-005 	
      8056.072	  1.210e-005 	             	
      8056.264	             	  3.250e-005 	
      8057.072	  1.210e-005 	             	
      8057.288	             	  3.260e-005 	
      8058.072	  1.216e-005 	             	
      8058.344	             	  3.270e-005 	
      8059.072	  1.210e-005 	             	
      8059.400	             	  3.270e-005 	
      8060.072	  1.210e-005 	             	
      8060.456	             	  3.260e-005 	
      8061.138	  1.210e-005 	             	
      8061.479	             	  3.260e-005 	
      8062.139	  1.211e-005 	             	
      8062.535	             	  3.270e-005 	
      8063.139	  1.205e-005 	             	
      8063.591	             	  3.280e-005 	
      8064.204	  1.209e-005 	             	
      8064.615	             	  3.270e-005 	
      8065.204	  1.211e-005 	             	
      8065.671	             	  3.270e-005 	
      8066.204	  1.209e-005 	             	
      8066.727	             	  3.270e-005 	
      8067.205	  1.206e-005 	             	
      8067.752	             	  3.270e-005 	
      8068.205	  1.208e-005 	             	
      8068.808	             	  3.280e-005 	
      8069.205	  1.205e-005 	             	
      8069.864	             	  3.280e-005 	
      8070.205	  1.199e-005 	             	
      8070.952	             	  3.280e-005 	
      8071.205	  1.201e-005 	             	
      8072.008	             	  3.280e-005 	
      8072.205	  1.202e-005 	             	
      8073.064	             	  3.270e-005 	
      8073.205	  1.202e-005 	             	
      8074.120	             	  3.280e-005 	
      8074.205	  1.201e-005 	             	
      8075.144	             	  3.280e-005 	
      8075.205	  1.202e-005 	             	
      8076.199	             	  3.270e-005 	
      8076.205	  1.206e-005 	             	
      8077.255	             	  3.280e-005 	
      8077.270	  1.203e-005 	             	
      8078.270	  1.202e-005 	             	
      8078.279	             	  3.280e-005 	
      8079.270	  1.201e-005 	             	
      8079.336	             	  3.280e-005 	
      8080.270	  1.201e-005 	             	
      8080.391	             	  3.280e-005 	
      8081.270	  1.207e-005 	             	
      8081.415	             	  3.280e-005 	
      8082.270	  1.208e-005 	             	
      8082.471	             	  3.270e-005 	
      8083.270	  1.202e-005 	             	
      8083.527	             	  3.280e-005 	
      8084.270	  1.202e-005 	             	
      8084.615	             	  3.280e-005 	
      8085.271	  1.200e-005 	             	
      8085.672	             	  3.280e-005 	
      8086.271	  1.197e-005 	             	
      8086.728	             	  3.280e-005 	
      8087.271	  1.199e-005 	             	
      8087.784	             	  3.280e-005 	
      8088.271	  1.199e-005 	             	
      8088.808	             	  3.280e-005 	
      8089.271	  1.199e-005 	             	
      8089.864	             	  3.280e-005 	
      8090.271	  1.199e-005 	             	
      8090.919	             	  3.280e-005 	
      8091.271	  1.194e-005 	             	
      8091.943	             	  3.280e-005 	
      8092.271	  1.190e-005 	             	
      8092.999	             	  3.290e-005 	
      8093.271	  1.198e-005 	             	
      8094.055	             	  3.280e-005 	
      8094.337	  1.203e-005 	             	
      8095.079	             	  3.280e-005 	
      8095.403	  1.200e-005 	             	
      8096.135	             	  3.280e-005 	
      8096.403	  1.200e-005 	             	
      8097.191	             	  3.280e-005 	
      8097.403	  1.194e-005 	             	
      8098.279	             	  3.280e-005 	
      8098.403	  1.192e-005 	             	
      8099.335	             	  3.280e-005 	
      8099.403	  1.192e-005 	             	
      8100.391	             	  3.290e-005 	
      8100.403	  1.197e-005 	             	
      8101.403	  1.192e-005 	             	
      8101.447	             	  3.290e-005 	
      8102.404	  1.186e-005 	             	
      8102.472	             	  3.280e-005 	
      8103.404	  1.196e-005 	             	
      8103.528	             	  3.280e-005 	
      8104.404	  1.191e-005 	             	
      8104.584	             	  3.290e-005 	
      8105.404	  1.192e-005 	             	
      8105.607	             	  3.280e-005 	
      8106.404	  1.189e-005 	             	
      8106.664	             	  3.280e-005 	
      8107.404	  1.186e-005 	             	
      8107.719	             	  3.280e-005 	
      8108.404	  1.189e-005 	             	
      8108.743	             	  3.290e-005 	
      8109.469	  1.186e-005 	             	
      8109.799	             	  3.280e-005 	
      8110.469	  1.191e-005 	             	
      8110.855	             	  3.280e-005 	
      8111.469	  1.193e-005 	             	
      8111.911	             	  3.280e-005 	
      8112.469	  1.193e-005 	             	
      8112.935	             	  3.280e-005 	
      8113.469	  1.184e-005 	             	
      8113.991	             	  3.280e-005 	
      8114.469	  1.185e-005 	             	
      8115.047	             	  3.290e-005 	
      8115.469	  1.189e-005 	             	
      8116.071	             	  3.290e-005 	
      8116.469	  1.185e-005 	             	
      8117.127	             	  3.290e-005 	
      8117.469	  1.184e-005 	             	
      8118.183	             	  3.290e-005 	
      8118.469	  1.187e-005 	             	
      8119.207	             	  3.290e-005 	
      8119.469	  1.188e-005 	             	
      8120.264	             	  3.290e-005 	
      8120.470	  1.185e-005 	             	
      8121.320	             	  3.290e-005 	
      8121.470	  1.187e-005 	             	
      8122.408	             	  3.290e-005 	
      8122.470	  1.185e-005 	             	
      8123.463	             	  3.290e-005 	
      8123.537	  1.181e-005 	             	
      8124.519	             	  3.290e-005 	
      8124.603	  1.182e-005 	             	
      8125.607	             	  3.290e-005 	
      8125.669	  1.180e-005 	             	
      8126.663	             	  3.290e-005 	
      8126.669	  1.177e-005 	             	
      8127.669	  1.175e-005 	             	
      8127.719	             	  3.280e-005 	
      8128.669	  1.179e-005 	             	
      8128.775	             	  3.290e-005 	
      8129.669	  1.178e-005 	             	
      8129.799	             	  3.290e-005 	
      8130.669	  1.177e-005 	             	
      8130.855	             	  3.290e-005 	
      8131.669	  1.178e-005 	             	
      8131.911	             	  3.290e-005 	
      8132.669	  1.176e-005 	             	
      8132.935	             	  3.290e-005 	
      8133.669	  1.175e-005 	             	
      8133.991	             	  3.290e-005 	
      8134.735	  1.173e-005 	             	
      8135.047	             	  3.290e-005 	
      8135.735	  1.172e-005 	             	
      8136.071	             	  3.280e-005 	
      8136.735	  1.177e-005 	             	
      8137.128	             	  3.280e-005 	
      8137.736	  1.185e-005 	             	
      8138.183	             	  3.280e-005 	
      8138.736	  1.186e-005 	             	
      8139.239	             	  3.290e-005 	
      8139.802	  1.185e-005 	             	
      8140.263	             	  3.290e-005 	
      8140.802	  1.183e-005 	             	
      8141.319	             	  3.280e-005 	
      8141.802	  1.200e-005 	             	
      8142.375	             	  3.280e-005 	
      8142.802	  1.184e-005 	             	
      8143.399	             	  3.290e-005 	
      8143.802	  1.181e-005 	             	
      8144.455	             	  3.280e-005 	
      8144.868	  1.177e-005 	             	
      8145.511	             	  3.290e-005 	
      8145.868	  1.177e-005 	             	
      8146.535	             	  3.290e-005 	
      8146.868	  1.174e-005 	             	
      8147.591	             	  3.290e-005 	
      8147.868	  1.169e-005 	             	
      8148.647	             	  3.280e-005 	
      8148.868	  1.171e-005 	             	
      8149.735	             	  3.280e-005 	
      8149.868	  1.171e-005 	             	
      8150.791	             	  3.280e-005 	
      8150.868	  1.168e-005 	             	
      8151.847	             	  3.280e-005 	
      8151.868	  1.164e-005 	             	
      8152.868	  1.163e-005 	             	
      8152.903	             	  3.280e-005 	
      8153.868	  1.163e-005 	             	
      8153.926	             	  3.280e-005 	
      8154.869	  1.169e-005 	             	
      8154.983	             	  3.270e-005 	
      8155.869	  1.169e-005 	             	
      8156.039	             	  3.280e-005 	
      8156.934	  1.166e-005 	             	
      8157.063	             	  3.270e-005 	
      8157.934	  1.160e-005 	             	
      8158.119	             	  3.270e-005 	
      8158.934	  1.164e-005 	             	
      8159.175	             	  3.270e-005 	
      8159.934	  1.161e-005 	             	
      8160.199	             	  3.270e-005 	
      8160.934	  1.159e-005 	             	
      8161.255	             	  3.270e-005 	
      8161.934	  1.159e-005 	             	
      8162.311	             	  3.270e-005 	
      8162.934	  1.157e-005 	             	
      8163.399	             	  3.270e-005 	
      8163.934	  1.159e-005 	             	
      8164.455	             	  3.270e-005 	
      8164.934	  1.158e-005 	             	
      8165.511	             	  3.270e-005 	
      8165.935	  1.157e-005 	             	
      8166.567	             	  3.270e-005 	
      8167.001	  1.156e-005 	             	
      8167.591	             	  3.280e-005 	
      8168.001	  1.162e-005 	             	
      8168.647	             	  3.270e-005 	
      8169.001	  1.171e-005 	             	
      8169.702	             	  3.270e-005 	
      8170.001	  1.168e-005 	             	
      8170.726	             	  3.270e-005 	
      8171.001	  1.159e-005 	             	
      8171.782	             	  3.270e-005 	
      8172.067	  1.159e-005 	             	
      8172.839	             	  3.270e-005 	
      8173.067	  1.156e-005 	             	
      8173.863	             	  3.270e-005 	
      8174.067	  1.154e-005 	             	
      8174.919	             	  3.270e-005 	
      8175.067	  1.154e-005 	             	
      8175.978	             	  3.280e-005 	
      8176.067	  1.155e-005 	             	
      8177.063	             	  3.270e-005 	
      8177.067	  1.154e-005 	             	
      8178.067	  1.153e-005 	             	
      8178.119	             	  3.280e-005 	
      8179.067	  1.152e-005 	             	
      8179.175	             	  3.280e-005 	
      8180.067	  1.152e-005 	             	
      8180.263	             	  3.280e-005 	
      8181.067	  1.145e-005 	             	
      8181.319	             	  3.240e-005 	
      8182.067	  1.143e-005 	             	
      8182.375	             	  3.280e-005 	
      8183.067	  1.157e-005 	             	
      8183.431	             	  3.280e-005 	
      8184.067	  1.151e-005 	             	
      8184.455	             	  3.280e-005 	
      8185.067	  1.151e-005 	             	
      8185.510	             	  3.280e-005 	
      8186.132	  1.155e-005 	             	
      8186.566	             	  3.290e-005 	
      8187.132	  1.160e-005 	             	
      8187.590	             	  3.280e-005 	
      8188.132	  1.173e-005 	             	
      8188.646	             	  3.280e-005 	
      8189.132	  1.165e-005 	             	
      8189.703	             	  3.270e-005 	
      8190.133	  1.165e-005 	             	
      8190.727	             	  3.280e-005 	
      8191.133	  1.163e-005 	             	
      8191.783	             	  3.270e-005 	
      8192.133	  1.160e-005 	             	
      8192.839	             	  3.280e-005 	
      8193.133	  1.159e-005 	             	
      8193.895	             	  3.280e-005 	
      8194.133	  1.210e-005 	             	
      8194.919	             	  3.280e-005 	
      8195.133	  1.212e-005 	             	
      8195.975	             	  3.270e-005 	
      8196.133	  1.200e-005 	             	
      8197.031	             	  3.270e-005 	
      8197.133	  1.211e-005 	             	
      8198.055	             	  3.270e-005 	
      8198.133	  1.192e-005 	             	
      8199.111	             	  3.270e-005 	
      8199.134	  1.179e-005 	             	
      8200.167	             	  3.270e-005 	
      8200.200	  1.174e-005 	             	
      8201.190	             	  3.270e-005 	
      8201.200	  1.169e-005 	             	
      8202.246	             	  3.270e-005 	
      8202.266	  1.171e-005 	             	
      8203.302	             	  3.280e-005 	
      8203.332	  1.175e-005 	             	
      8204.332	  1.174e-005 	             	
      8204.390	             	  3.270e-005 	
      8205.332	  1.167e-005 	             	
      8205.446	             	  3.280e-005 	
      8206.332	  1.162e-005 	             	
      8206.502	             	  3.270e-005 	
      8207.333	  1.161e-005 	             	
      8207.559	             	  3.280e-005 	
      8208.333	  1.163e-005 	             	
      8208.583	             	  3.280e-005 	
      8209.333	  1.160e-005 	             	
      8209.639	             	  3.280e-005 	
      8210.333	  1.159e-005 	             	
      8210.695	             	  3.280e-005 	
      8211.333	  1.155e-005 	             	
      8211.719	             	  3.280e-005 	
      8212.333	  1.152e-005 	             	
      8212.775	             	  3.280e-005 	
      8213.333	  1.150e-005 	             	
      8213.831	             	  3.280e-005 	
      8214.399	  1.158e-005 	             	
      8214.854	             	  3.280e-005 	
      8215.399	  1.153e-005 	             	
      8215.910	             	  3.210e-005 	
      8216.399	  1.141e-005 	             	
      8216.966	             	  3.220e-005 	
      8217.399	  1.143e-005 	             	
      8218.054	             	  3.220e-005 	
      8218.399	  1.129e-005 	             	
      8219.110	             	  3.220e-005 	
      8219.465	  1.134e-005 	             	
      8220.166	             	  3.220e-005 	
      8220.465	  1.140e-005 	             	
      8221.222	             	  3.220e-005 	
      8221.465	  1.148e-005 	             	
      8222.246	             	  3.230e-005 	
      8222.465	  1.141e-005 	             	
      8223.302	             	  3.260e-005 	
      8223.531	  1.153e-005 	             	
      8224.358	             	  3.280e-005 	
      8224.532	  1.156e-005 	             	
      8225.383	             	  3.280e-005 	
      8225.532	  1.154e-005 	             	
      8226.439	             	  3.290e-005 	
      8226.532	  1.154e-005 	             	
      8227.495	             	  3.290e-005 	
      8227.532	  1.150e-005 	             	
      8228.519	             	  3.290e-005 	
      8228.532	  1.151e-005 	             	
      8229.532	  1.151e-005 	             	
      8229.575	             	  3.290e-005 	
      8230.532	  1.151e-005 	             	
      8230.631	             	  3.290e-005 	
      8231.532	  1.146e-005 	             	
      8231.719	             	  3.280e-005 	
      8232.532	  1.147e-005 	             	
      8232.774	             	  3.290e-005 	
      8233.598	  1.142e-005 	             	
      8233.830	             	  3.280e-005 	
      8234.664	  1.145e-005 	             	
      8234.886	             	  3.290e-005 	
      8235.664	  1.139e-005 	             	
      8235.910	             	  3.280e-005 	
      8236.664	  1.143e-005 	             	
      8236.966	             	  3.290e-005 	
      8237.664	  1.142e-005 	             	
      8238.022	             	  3.290e-005 	
      8238.666	  1.144e-005 	             	
      8239.046	             	  3.280e-005 	
      8239.731	  1.140e-005 	             	
      8240.102	             	  3.290e-005 	
      8240.731	  1.138e-005 	             	
      8241.158	             	  3.280e-005 	
      8241.731	  1.136e-005 	             	
      8242.183	             	  3.290e-005 	
      8242.732	  1.134e-005 	             	
      8243.239	             	  3.280e-005 	
      8243.798	  1.136e-005 	             	
      8244.295	             	  3.280e-005 	
      8244.798	  1.130e-005 	             	
      8245.383	             	  3.280e-005 	
      8245.799	  1.135e-005 	             	
      8246.439	             	  3.280e-005 	
      8246.865	  1.140e-005 	             	
      8247.495	             	  3.270e-005 	
      8247.865	  1.146e-005 	             	
      8248.550	             	  3.270e-005 	
      8248.865	  1.155e-005 	             	
      8249.576	             	  3.270e-005 	
      8249.930	  1.148e-005 	             	
      8250.630	             	  3.270e-005 	
      8250.930	  1.159e-005 	             	
      8251.686	             	  3.270e-005 	
      8251.930	  1.147e-005 	             	
      8252.710	             	  3.280e-005 	
      8252.930	  1.142e-005 	             	
      8253.766	             	  3.270e-005 	
      8253.930	  1.139e-005 	             	
      8254.822	             	  3.270e-005 	
      8254.930	  1.137e-005 	             	
      8255.846	             	  3.270e-005 	
      8255.930	  1.134e-005 	             	
      8256.902	             	  3.280e-005 	
      8256.930	  1.135e-005 	             	
      8257.930	  1.131e-005 	             	
      8257.958	             	  3.270e-005 	
      8258.930	  1.132e-005 	             	
      8259.016	             	  3.280e-005 	
      8259.931	  1.151e-005 	             	
      8260.039	             	  3.270e-005 	
      8260.931	  1.143e-005 	             	
      8261.095	             	  3.270e-005 	
      8261.931	  1.133e-005 	             	
      8262.150	             	  3.280e-005 	
      8262.931	  1.134e-005 	             	
      8263.175	             	  3.270e-005 	
      8263.931	  1.136e-005 	             	
      8264.230	             	  3.280e-005 	
      8264.996	  1.129e-005 	             	
      8265.286	             	  3.280e-005 	
      8265.996	  1.129e-005 	             	
      8266.310	             	  3.270e-005 	
      8266.996	  1.128e-005 	             	
      8267.366	             	  3.270e-005 	
      8267.996	  1.124e-005 	             	
      8268.422	             	  3.270e-005 	
      8268.996	  1.105e-005 	             	
      8269.510	             	  3.220e-005 	
      8269.996	  1.108e-005 	             	
      8270.566	             	  3.220e-005 	
      8270.996	  1.105e-005 	             	
      8271.622	             	  3.220e-005 	
      8271.996	  1.105e-005 	             	
      8272.678	             	  3.220e-005 	
      8272.996	  1.102e-005 	             	
      8273.702	             	  3.220e-005 	
      8273.996	  1.104e-005 	             	
      8274.758	             	  3.210e-005 	
      8274.996	  1.100e-005 	             	
      8275.814	             	  3.210e-005 	
      8275.996	  1.102e-005 	             	
      8276.838	             	  3.220e-005 	
      8276.997	  1.102e-005 	             	
      8277.894	             	  3.220e-005 	
      8277.997	  1.102e-005 	             	
      8278.950	             	  3.220e-005 	
      8278.997	  1.109e-005 	             	
      8279.974	             	  3.230e-005 	
      8279.997	  1.108e-005 	             	
      8281.030	             	  3.220e-005 	
      8281.063	  1.103e-005 	             	
      8282.063	  1.111e-005 	             	
      8282.086	             	  3.220e-005 	
      8283.129	  1.112e-005 	             	
      8283.174	             	  3.240e-005 	
      8284.129	  1.107e-005 	             	
      8284.230	             	  3.210e-005 	
      8285.129	  1.120e-005 	             	
      8285.286	             	  3.280e-005 	
      8286.129	  1.117e-005 	             	
      8286.342	             	  3.280e-005 	
      8287.129	  1.117e-005 	             	
      8287.366	             	  3.270e-005 	
      8288.129	  1.118e-005 	             	
      8288.422	             	  3.280e-005 	
      8289.129	  1.121e-005 	             	
      8289.478	             	  3.280e-005 	
      8290.129	  1.119e-005 	             	
      8290.502	             	  3.280e-005 	
      8291.129	  1.118e-005 	             	
      8291.558	             	  3.280e-005 	
      8292.129	  1.118e-005 	             	
      8292.613	             	  3.280e-005 	
      8293.129	  1.114e-005 	             	
      8293.638	             	  3.280e-005 	
      8294.129	  1.117e-005 	             	
      8294.694	             	  3.280e-005 	
      8295.130	  1.114e-005 	             	
      8295.750	             	  3.280e-005 	
      8296.130	  1.112e-005 	             	
      8296.838	             	  3.280e-005 	
      8297.195	  1.116e-005 	             	
      8297.894	             	  3.280e-005 	
      8298.195	  1.128e-005 	             	
      8298.950	             	  3.280e-005 	
      8299.195	  1.132e-005 	             	
      8300.006	             	  3.280e-005 	
      8300.195	  1.129e-005 	             	
      8301.030	             	  3.220e-005 	
      8301.195	  1.103e-005 	             	
      8302.086	             	  3.220e-005 	
      8302.195	  1.101e-005 	             	
      8303.142	             	  3.210e-005 	
      8303.195	  1.096e-005 	             	
      8304.166	             	  3.220e-005 	
      8304.195	  1.097e-005 	             	
      8305.195	  1.096e-005 	             	
