;PC Software:StarLab Version 2.11 Build 2
;Logged:28/10/2022 at 12:13:03
;File Version:3
;Graph Type:Line
;Notes:                                                            

;Channel A:Juno Photodiode PD300-1W (s/n:584133)  JN1.53 (s/n:3041014)
;Channel B:Nova II Photodiode PD300-1W (s/n:533500)  NN2.37 (s/n:517373)
;Channel C:Nova II Photodiode PD300-3W-v1 (s/n:928013)  NN2.17 (s/n:626171)

;Channel A:Details
;Name:PD300-1W
;Graph Color:RGB(0,102,255)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:690
;Settings:Range:AUTO
;Settings:Filter:OUT

;Channel B:Details
;Name:PD300-1W
;Graph Color:RGB(154,0,0)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:690
;Settings:Range:AUTO
;Settings:Filter:OUT

;Channel C:Details
;Name:PD300-3W-v1
;Graph Color:RGB(51,204,51)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:690
;Settings:Range:AUTO
;Settings:Filter:OUT
;--------------------


;First Pulse Arrived : 28/10/2022 at 12:13:03.340000
  Timestamp   	  Channel A  	  Channel B  	  Channel C  	
      2031.603	             	  5.450e-006 	             	
      2031.976	  4.840e-005 	             	             	
      2032.156	             	             	  6.710e-005 	
      2032.658	             	  5.340e-006 	             	
      2032.976	  4.850e-005 	             	             	
      2033.180	             	             	  6.730e-005 	
      2033.714	             	  5.720e-006 	             	
      2033.976	  4.820e-005 	             	             	
      2034.236	             	             	  6.760e-005 	
      2034.802	             	  5.440e-006 	             	
      2034.976	  4.830e-005 	             	             	
      2035.292	             	             	  6.720e-005 	
      2035.858	             	  5.450e-006 	             	
      2035.976	  4.820e-005 	             	             	
      2036.316	             	             	  6.750e-005 	
      2036.914	             	  5.420e-006 	             	
      2036.976	  4.820e-005 	             	             	
      2037.372	             	             	  6.700e-005 	
      2037.970	             	  5.320e-006 	             	
      2037.976	  4.850e-005 	             	             	
      2038.428	             	             	  6.690e-005 	
      2038.976	  4.850e-005 	             	             	
      2038.994	             	  5.250e-006 	             	
      2039.516	             	             	  6.670e-005 	
      2039.976	  4.850e-005 	             	             	
      2040.050	             	  5.210e-006 	             	
      2040.572	             	             	  6.700e-005 	
      2040.976	  4.830e-005 	             	             	
      2041.106	             	  5.340e-006 	             	
      2041.628	             	             	  6.680e-005 	
      2042.042	  4.840e-005 	             	             	
      2042.130	             	  5.250e-006 	             	
      2042.684	             	             	  6.660e-005 	
      2043.042	  4.850e-005 	             	             	
      2043.186	             	  5.190e-006 	             	
      2043.707	             	             	  6.670e-005 	
      2044.108	  4.860e-005 	             	             	
      2044.242	             	  5.160e-006 	             	
      2044.763	             	             	  6.650e-005 	
      2045.108	  4.850e-005 	             	             	
      2045.266	             	  5.180e-006 	             	
      2045.819	             	             	  6.650e-005 	
      2046.108	  4.820e-005 	             	             	
      2046.322	             	  5.280e-006 	             	
      2046.843	             	             	  6.670e-005 	
      2047.108	  4.830e-005 	             	             	
      2047.378	             	  5.250e-006 	             	
      2047.899	             	             	  6.690e-005 	
      2048.109	  4.810e-005 	             	             	
      2048.435	             	  5.360e-006 	             	
      2048.956	             	             	  6.660e-005 	
      2049.109	  4.800e-005 	             	             	
      2049.459	             	  5.460e-006 	             	
      2050.044	             	             	  6.720e-005 	
      2050.109	  4.780e-005 	             	             	
      2050.514	             	  5.420e-006 	             	
      2051.100	             	             	  6.630e-005 	
      2051.109	  4.820e-005 	             	             	
      2051.570	             	  5.060e-006 	             	
      2052.109	  4.710e-005 	             	             	
      2052.156	             	             	  6.530e-005 	
      2052.594	             	  5.200e-006 	             	
      2053.109	  4.730e-005 	             	             	
      2053.244	             	             	  6.480e-005 	
      2053.650	             	  5.910e-006 	             	
      2054.109	  4.810e-005 	             	             	
      2054.300	             	             	  6.930e-005 	
      2054.706	             	  5.860e-006 	             	
      2055.176	  4.850e-005 	             	             	
      2055.356	             	             	  6.870e-005 	
      2055.730	             	  5.740e-006 	             	
      2056.242	  4.900e-005 	             	             	
      2056.444	             	             	  6.800e-005 	
      2056.786	             	  5.450e-006 	             	
      2057.242	  4.920e-005 	             	             	
      2057.500	             	             	  6.770e-005 	
      2057.842	             	  5.320e-006 	             	
      2058.308	  4.940e-005 	             	             	
      2058.555	             	             	  6.740e-005 	
      2058.930	             	  5.220e-006 	             	
      2059.308	  4.640e-005 	             	             	
      2059.643	             	             	  6.730e-005 	
      2059.986	             	  5.300e-006 	             	
      2060.374	  4.930e-005 	             	             	
      2060.699	             	             	  6.760e-005 	
      2061.042	             	  5.300e-006 	             	
      2061.374	  4.950e-005 	             	             	
      2061.755	             	             	  6.710e-005 	
      2062.098	             	  5.180e-006 	             	
      2062.374	  4.940e-005 	             	             	
      2062.843	             	             	  6.680e-005 	
      2063.122	             	  5.110e-006 	             	
